,timestamp,close,market_cap,volume,24h_price_change,volume_to_market_cap,ma_24h,ma_7d,ema_24h,ema_7d,date,symbol,log_return
0,2025-01-25 16:08:18,3335.5235849135734,401993434975.8839,16823471412.123539,,0.04185011482372293,,,3335.5235849135734,3335.5235849135734,2025-01-25,ETH,
1,2025-01-25 17:03:54,3338.235253347689,401996407280.5736,16777530904.105059,,0.041735524497847495,,,3335.7405183883025,3335.555675664273,2025-01-25,ETH,
2,2025-01-25 18:03:51,3343.510235208843,402904375491.43567,16491272293.482086,,0.04093098337134498,,,3336.362095733946,3335.6498124636173,2025-01-25,ETH,
3,2025-01-25 19:03:36,3340.3709250556967,402522526633.77344,16135868350.364489,,0.040086870380413184,,,3336.682802079686,3335.7056836185534,2025-01-25,ETH,
4,2025-01-25 20:03:43,3340.1146939774094,402389162856.67737,15215095329.032898,,0.03781189140636026,,,3336.957353431504,3335.7578612559364,2025-01-25,ETH,
5,2025-01-25 21:03:33,3338.3394032210363,402354721092.1104,14038112586.010876,,0.03488989155615538,,,3337.067917414667,3335.788412048423,2025-01-25,ETH,
6,2025-01-25 22:03:51,3341.030795746591,402755742022.2841,13380008682.579077,,0.03322114941278422,,,3337.3849476812215,3335.8504520921883,2025-01-25,ETH,
7,2025-01-25 23:03:50,3334.839304245218,401794547271.836,12558089098.714209,,0.03125500130348453,,,3337.1812962063414,3335.8384858454788,2025-01-25,ETH,
8,2025-01-26 00:05:32,3317.7491699951247,399727163475.3038,12674955548.82772,,0.03170901731728525,,,3335.626726109444,3335.6244111016877,2025-01-26,ETH,-0.013688548364475951
9,2025-01-26 01:06:22,3321.327488847334,400027189582.45386,11869339961.408262,,0.029671333025631116,,,3334.482787128475,3335.4552167554825,2025-01-26,ETH,-0.013688548364475951
10,2025-01-26 02:03:29,3330.3188406105355,401377985066.5735,11104961015.294615,,0.02766709044456616,,,3334.14967140704,3335.3944312389744,2025-01-26,ETH,-0.013688548364475951
11,2025-01-26 03:02:42,3325.3833488475016,400719432548.4695,11348772099.50527,,0.02832099263898954,,,3333.448365602277,3335.2759568911465,2025-01-26,ETH,-0.013688548364475951
12,2025-01-26 04:03:41,3339.288693678864,402280065083.4,11456975139.42675,,0.028480096663630373,,,3333.915591848404,3335.3234449004685,2025-01-26,ETH,-0.013688548364475951
13,2025-01-26 05:08:32,3349.9061062538226,403741721590.8824,11621942314.487011,,0.028785586658452163,,,3335.194833000837,3335.496020774473,2025-01-26,ETH,-0.013688548364475951
14,2025-01-26 06:03:37,3341.243937059639,402662916437.8653,11486753822.940134,,0.028526972199369765,,,3335.678761325541,3335.5640434524043,2025-01-26,ETH,-0.013688548364475951
15,2025-01-26 07:03:41,3341.751845011589,402694857049.899,11420630525.817589,,0.028360507530401435,,,3336.164608020425,3335.637271873223,2025-01-26,ETH,-0.013688548364475951
16,2025-01-26 08:03:50,3337.819507071522,402213143793.7825,10166305639.579056,,0.025275916007338122,,,3336.2969999445127,3335.6630971418426,2025-01-26,ETH,-0.013688548364475951
17,2025-01-26 09:02:48,3330.7732626087236,401384944253.79926,10844585616.401688,,0.027017918264379544,,,3335.8551009576495,3335.6052292775453,2025-01-26,ETH,-0.013688548364475951
18,2025-01-26 10:01:52,3298.607876027861,397426072643.5463,11497385579.49144,,0.028929620804731424,,,3332.875322963266,3335.167390777549,2025-01-26,ETH,-0.013688548364475951
19,2025-01-26 11:03:39,3305.4299451131224,398090984343.06104,11420206271.955479,,0.02868742755076799,,,3330.679692735255,3334.8154683436505,2025-01-26,ETH,-0.013688548364475951
20,2025-01-26 12:03:49,3311.7569245050686,398935596539.241,11383583791.87733,,0.028534891071716115,,,3329.16587127684,3334.542586168046,2025-01-26,ETH,-0.013688548364475951
21,2025-01-26 13:01:58,3306.607051415574,398454868603.6185,11373289097.819897,,0.02854348131741365,,,3327.361165687939,3334.211988123638,2025-01-26,ETH,-0.013688548364475951
