,timestamp,close,market_cap,volume,24h_price_change,volume_to_market_cap,ma_24h,ma_7d,ema_24h,ema_7d,date,symbol,log_return
0,2025-01-25 17:03:49,3.125924553054312,180137839473.9886,3774635106.0523796,,0.020954148873298918,,,3.125924553054312,3.125924553054312,2025-01-25,XRP,
1,2025-01-25 18:03:38,3.1154741145660587,179614225402.38306,3615117698.2807293,,0.020127123506960075,,,3.125088517975252,3.1258008792260488,2025-01-25,XRP,
2,2025-01-25 19:03:45,3.120056423259088,179843831355.0756,3572235293.7520785,,0.01986298482876078,,,3.124685950397959,3.1257328974986294,2025-01-25,XRP,
3,2025-01-25 20:02:35,3.1248125003335767,180028379348.25116,3470399370.432339,,0.019276957238609123,,,3.1246960743928085,3.1257220052244867,2025-01-25,XRP,
4,2025-01-25 21:03:35,3.121198474137717,179923692576.7765,3296234586.7454233,,0.018320180847438222,,,3.124416266372401,3.1256684723122174,2025-01-25,XRP,
5,2025-01-25 22:01:59,3.135622589686081,180744305671.75424,3169870976.96084,,0.017537874652148507,,,3.125312772237496,3.125786272517826,2025-01-25,XRP,
6,2025-01-25 23:03:37,3.123802297469928,180142174438.44965,3083557014.6324143,,0.017117352026224116,,,3.1251919342560908,3.1257627935231764,2025-01-25,XRP,
7,2025-01-26 00:05:51,3.1083887020765353,179126420045.95782,2989363664.16337,,0.01668856924286434,,,3.1238476756817266,3.125557182973512,2025-01-26,XRP,-0.014376681707972601
8,2025-01-26 01:04:01,3.118797733707794,179705710274.63123,2906195363.070572,,0.016171970042739566,,,3.1234436803238124,3.125477189491078,2025-01-26,XRP,-0.014376681707972601
9,2025-01-26 02:03:37,3.122222812024897,179957106597.16974,2810461307.672302,,0.015617395505049219,,,3.1233460108598994,3.125438676148283,2025-01-26,XRP,-0.014376681707972601
10,2025-01-26 03:03:41,3.1170188221960258,179580286101.15176,2811820218.694655,,0.015657733260937383,,,3.12283983576679,3.1253390329062447,2025-01-26,XRP,-0.014376681707972601
11,2025-01-26 04:03:42,3.1356027249607026,180712803656.72266,2801570855.283307,,0.015502890766971322,,,3.123860866902303,3.1254604967175403,2025-01-26,XRP,-0.014376681707972601
12,2025-01-26 05:08:31,3.1301022135787773,180409453422.7746,2862070932.2513876,,0.01586430687500816,,,3.124360174636421,3.1255154282780286,2025-01-26,XRP,-0.014376681707972601
13,2025-01-26 06:03:33,3.1297701817664967,180403018501.31644,2843757059.236449,,0.01576335630556923,,,3.124792975206827,3.1255657803903185,2025-01-26,XRP,-0.014376681707972601
14,2025-01-26 07:03:48,3.131544690699063,180441454414.62347,2836733761.352955,,0.015721075683831652,,,3.125333112446206,3.1256365367253336,2025-01-26,XRP,-0.014376681707972601
15,2025-01-26 08:04:48,3.140292083429431,180934520396.63068,2903675515.909887,,0.01604821185887952,,,3.126529830124864,3.1258099751478676,2025-01-26,XRP,-0.014376681707972601
16,2025-01-26 09:03:50,3.1344734909697065,180668462038.02017,2876254949.3082914,,0.01592007214132928,,,3.1271653229924516,3.1259125019623273,2025-01-26,XRP,-0.014376681707972601
17,2025-01-26 10:03:49,3.1155229504663975,179503002694.30637,2911648242.3144197,,0.016220610232760044,,,3.1262339331903677,3.1257895486901863,2025-01-26,XRP,-0.014376681707972601
18,2025-01-26 11:03:37,3.1232757146665886,179927324417.10065,2845459535.2021837,,0.015814493681937648,,,3.1259972757084658,3.1257597991751145,2025-01-26,XRP,-0.014376681707972601
19,2025-01-26 12:03:40,3.1317523424210134,180484067672.3158,2818693474.7586427,,0.015617408844509316,,,3.1264576810454696,3.125830716846664,2025-01-26,XRP,-0.014376681707972601
