,timestamp,close,market_cap,volume,24h_price_change,volume_to_market_cap,ma_24h,ma_7d,ema_24h,ema_7d,date,symbol,log_return
0,2025-01-25 16:08:30,0.9878073945790883,35411781523.080986,620400138.3649595,,0.01751959691608822,,,0.9878073945790883,0.9878073945790883,2025-01-25,ADA,
1,2025-01-25 17:03:52,0.9845140347293031,35309779442.738014,594242034.8443656,,0.016829389597520707,,,0.9875439257911055,0.9877684199063098,2025-01-25,ADA,
2,2025-01-25 18:03:57,0.9824284214433935,35255948915.716255,596090198.5819842,,0.01690750687230153,,,0.9871346854432885,0.9877052246582281,2025-01-25,ADA,
3,2025-01-25 19:03:48,0.9824058936798086,35254733400.17049,578841474.3164217,,0.016418829997835768,,,0.9867563821022102,0.9876425106821523,2025-01-25,ADA,
4,2025-01-25 20:03:44,0.9849036144996623,35332634749.46296,580261940.3445318,,0.016422832445388225,,,0.9866081606940065,0.9876100977095784,2025-01-25,ADA,
5,2025-01-25 21:03:54,0.9826643549888554,35268436850.51898,561269187.570056,,0.015914206516975157,,,0.9862926562375944,0.987551568209925,2025-01-25,ADA,
6,2025-01-25 22:00:29,0.9814821945846318,35158606749.505905,540536405.131598,,0.015374227112659813,,,0.9859078193053574,0.9874797413031169,2025-01-25,ADA,
7,2025-01-25 23:03:33,0.9820399071833958,35273586627.66016,528447463.4271877,,0.01498139298975625,,,0.9855983863356006,0.9874153645679723,2025-01-25,ADA,
8,2025-01-26 00:02:53,0.9765461436067878,35042761137.32041,517003080.24521494,,0.014753491547634029,,,0.9848742069172957,0.9872867347341122,2025-01-26,ADA,-0.009801861003488324
9,2025-01-26 01:05:59,0.9789270797922281,35119462804.112625,495440320.6008972,,0.014107286417344607,,,0.9843984367472903,0.9871878039063977,2025-01-26,ADA,-0.009801861003488324
10,2025-01-26 02:03:33,0.9773086538012745,35070321825.281555,489997268.0506246,,0.013971849773485527,,,0.9838312541116091,0.9870708908874022,2025-01-26,ADA,-0.009801861003488324
11,2025-01-26 03:03:41,0.9767835857952876,35026011560.84356,489202916.54803413,,0.013966846202235773,,,0.9832674406463034,0.9869491476318742,2025-01-26,ADA,-0.009801861003488324
12,2025-01-26 04:03:43,0.9838917535743067,35299918755.611664,490633593.78138447,,0.013899000651478496,,,0.9833173856805437,0.9869129654536782,2025-01-26,ADA,-0.009801861003488324
13,2025-01-26 05:08:28,0.983311885383493,35284169865.64022,489869807.59355885,,0.013883557682069624,,,0.9833169456567797,0.9868703491214867,2025-01-26,ADA,-0.009801861003488324
14,2025-01-26 06:03:33,0.9865616189041682,35404232481.43719,485532336.0544477,,0.013713963049729081,,,0.9835765195165709,0.9868666955094475,2025-01-26,ADA,-0.009801861003488324
15,2025-01-26 07:03:34,0.9865485017487451,35385167526.82009,481119320.8477244,,0.013596638209584885,,,0.9838142780951449,0.986862929902812,2025-01-26,ADA,-0.009801861003488324
16,2025-01-26 08:03:48,0.9912452910149144,35554910242.710594,493796114.9578049,,0.013888267797245871,,,0.9844087591287264,0.9869147921644937,2025-01-26,ADA,-0.009801861003488324
17,2025-01-26 09:03:47,0.9924907571558131,35618624678.35202,478186423.4936891,,0.013425179321545145,,,0.9850553189708934,0.9869807799158704,2025-01-26,ADA,-0.009801861003488324
18,2025-01-26 10:02:01,0.9820619677895445,35218045646.010475,498840208.7314716,,0.014164335345166451,,,0.9848158508763856,0.986922569121476,2025-01-26,ADA,-0.009801861003488324
19,2025-01-26 11:03:38,0.9849796710901603,35293840566.22665,497888889.22526556,,0.014106962609835808,,,0.9848289564934876,0.9868995762453658,2025-01-26,ADA,-0.009801861003488324
20,2025-01-26 12:03:42,0.9872049682219426,35415559065.07534,496725570.9778849,,0.014025631222287418,,,0.985019037431764,0.9869031903515976,2025-01-26,ADA,-0.009801861003488324
21,2025-01-26 13:01:23,0.9881484365814936,35454563536.80835,498422352.6154194,,0.014058059186033003,,,0.9852693893637423,0.9869179269933716,2025-01-26,ADA,-0.009801861003488324
22,2025-01-26 14:03:34,0.9896607552043712,35523347765.34958,500599239.7692738,,0.014092118881249466,,,0.9856206986309927,0.9869503864988272,2025-01-26,ADA,-0.009801861003488324
23,2025-01-26 15:03:41,0.9908848933532628,35559164698.29402,464128636.42437965,,0.01305229299850923,0.9843667407794139,,0.9860418342087743,0.9869969487101222,2025-01-26,ADA,-0.009801861003488324
24,2025-01-26 16:03:02,0.9919927423440252,35591979453.79875,478870107.70612186,0.42370079308025055,0.013454438754319177,0.9845411302696195,,0.9865179068595944,0.9870560705282749,2025-01-26,ADA,-0.009801861003488324
25,2025-01-26 17:02:22,0.9922197460499217,35611598552.3013,479152955.5735777,0.7826918711968611,0.013454969028415429,0.9848622015746454,,0.9869740539948206,0.9871171791143301,2025-01-26,ADA,-0.009801861003488324
26,2025-01-26 18:03:51,0.9947546322573201,35700065437.1826,483958693.7782451,1.254667571182111,0.013556241083922182,0.9853757936918922,,0.9875965002558207,0.9872075631751939,2025-01-26,ADA,-0.009801861003488324
27,2025-01-26 19:03:45,0.9964818054360416,35752051622.5204,478859827.48950744,1.4328000113587258,0.013393911838834758,0.9859622900150686,,0.9883073246702384,0.9873173175214761,2025-01-26,ADA,-0.009801861003488324
28,2025-01-26 20:03:37,0.9990099021294842,35860717787.79553,471545869.6549923,1.4322505697156762,0.013149370641305828,0.9865500519996445,,0.9891635308669782,0.9874556913038195,2025-01-26,ADA,-0.009801861003488324
29,2025-01-26 21:02:20,0.9899372167208352,35594700783.907486,488982163.52863854,0.7401165713456948,0.0137374989186511,0.9868530879051436,,0.9892254257352867,0.987485058468518,2025-01-26,ADA,-0.009801861003488324
30,2025-01-26 22:03:51,0.9817049788846728,35344553723.30434,492222030.0401404,0.022698761248052257,0.01392638973159803,0.9868623705843121,,0.9886237899872377,0.9874166551598335,2025-01-26,ADA,-0.009801861003488324
31,2025-01-26 23:03:38,0.9724611102228009,34930196585.886444,513277385.6264184,-0.975397933477884,0.014694374375030236,0.9864632540442874,,0.9873307756060827,0.9872396664623537,2025-01-26,ADA,-0.009801861003488324
